comb	times
ใส	1.0
ให	185.0
ใอ	0.0
ใฮ	0.0
ใะ	0.0
ใั	0.0
ใา	0.0
ใำ	0.0
ใิ	0.0
ใี	0.0
ใึ	0.0
ใื	0.0
ใุ	0.0
ใู	0.0
ใเ	0.0
ใแ	0.0
ใโ	0.0
ใใ	0.0
ใไ	0.0
ใๆ	0.0
ใ็	0.0
ใ่	0.0
ใ้	0.0
ใ๋	0.0
ใ์	0.0
ใ‘	0.0
ใ’	0.0
ใ“	0.0
ใ”	0.0
ไก	0.0
ไข	0.0
ไค	0.0
ไฆ	0.0
ไง	0.0
ไจ	0.0
ไฉ	2.0
ไช	0.0
ไซ	0.0
ไญ	0.0
ไฏ	0.0
ไฐ	0.0
ไณ	0.0
ได	355.0
ไต	0.0
ไถ	4.0
ไท	0.0
ไธ	0.0
ไน	0.0
ไบ	0.0
ไป	78.0
ไผ	0.0
ไฝ	0.0
ไพ	0.0
ไฟ	1.0
ไภ	0.0
ไม	210.0
ไย	0.0
ไร	44.0
ไฤ	0.0
ไล	0.0
ไว	68.0
ไศ	0.0
ไษ	0.0
ไส	0.0
ไห	6.0
ไอ	0.0
ไฮ	0.0
ไะ	0.0
ไั	0.0
ไา	0.0
ไำ	0.0
ไิ	0.0
ไี	0.0
ไึ	0.0
ไื	0.0
ไุ	0.0
ไู	0.0
ไเ	0.0
ไแ	0.0
ไโ	0.0
ไใ	0.0
ไไ	0.0
ไๆ	0.0
ไ็	0.0
ไ่	0.0
ไ้	0.0
ไ๋	0.0
ไ์	0.0
ไ‘	0.0
ไ’	0.0
ไ“	0.0
ไ”	0.0
ๆก	0.0
ๆข	0.0
ๆค	0.0
ๆฆ	0.0
ๆง	0.0
ๆจ	0.0
ๆฉ	0.0
ๆช	0.0
ๆซ	0.0
ๆญ	0.0
ๆฏ	0.0
ๆฐ	0.0
ๆณ	0.0
ๆด	0.0
ๆต	0.0
ๆถ	0.0
ๆท	0.0
ๆธ	0.0
ๆน	0.0
ๆบ	0.0
ๆป	0.0
ๆผ	0.0
ๆฝ	0.0
ๆพ	0.0
ๆฟ	0.0
ๆภ	0.0
ๆม	0.0
ๆย	0.0
ๆร	0.0
ๆฤ	0.0
ๆล	0.0
ๆว	0.0
ๆศ	0.0
ๆษ	0.0
ๆส	0.0
ๆห	0.0
ๆอ	0.0
ๆฮ	0.0
ๆะ	0.0
ๆั	0.0
ๆา	0.0
ๆำ	0.0
ๆิ	0.0
ๆี	0.0
ๆึ	0.0
ๆื	0.0
ๆุ	0.0
ๆู	0.0
ๆเ	0.0
ๆแ	0.0
ๆโ	0.0
ๆใ	0.0
ๆไ	0.0
ๆๆ	0.0
ๆ็	0.0
ๆ่	0.0
ๆ้	0.0
ๆ๋	0.0
ๆ์	0.0
ๆ‘	0.0
ๆ’	0.0
ๆ“	0.0
ๆ”	0.0
็ก	5.0
็ข	0.0
็ค	4.0
็ฆ	0.0
็ง	6.0
็จ	49.0
็ฉ	0.0
็ช	0.0
็ซ	0.0
็ญ	1.0
็ฏ	0.0
็ฐ	0.0
็ณ	0.0
็ด	2.0
็ต	21.0
็ถ	10.0
็ท	5.0
็ธ	0.0
็น	386.0
็บ	9.0
็ป	4.0
็ผ	0.0
็ฝ	0.0
็พ	3.0
็ฟ	0.0
็ภ	0.0
็ม	23.0
็ย	5.0
็ร	2.0
็ฤ	0.0
็ล	2.0
็ว	2.0
็ศ	0.0
็ษ	0.0
็ส	0.0
็ห	2.0
็อ	3.0
็ฮ	0.0
็ะ	0.0
็ั	0.0
็า	0.0
็ำ	0.0
็ิ	0.0
็ี	0.0
็ึ	0.0
็ื	0.0
็ุ	0.0
็ู	0.0
็เ	30.0
็แ	1.0
็โ	1.0
็ใ	1.0
็ไ	25.0
็ๆ	0.0
็็	0.0
็่	0.0
็้	0.0
็๋	0.0
็์	0.0
็‘	0.0
็’	0.0
็“	0.0
็”	0.0
่ก	54.0
่ข	22.0
่ค	53.0
่ฆ	0.0
่ง	427.0
่จ	50.0
่ฉ	1.0
่ช	17.0
่ซ	4.0
่ญ	0.0
่ฏ	0.0
่ฐ	0.0
่ณ	0.0
่ด	14.0
่ต	27.0
่ถ	28.0
่ท	42.0
่ธ	0.0
่น	115.0
่บ	22.0
่ป	10.0
่ผ	15.0
่ฝ	7.0
่พ	93.0
่ฟ	2.0
่ภ	4.0
่ม	81.0
่ย	34.0
่ร	29.0
่ฤ	0.0
่ล	2.0
่ว	71.0
่ศ	0.0
่ษ	0.0
่ส	26.0
่ห	7.0
่อ	418.0
่ฮ	0.0
่ะ	0.0
่ั	0.0
่า	982.0
่ำ	7.0
่ิ	0.0
่ี	0.0
่ึ	0.0
่ื	0.0
ุ่	0.0
ู่	0.0
่เ	119.0
่แ	23.0
่โ	12.0
่ใ	84.0
่ไ	85.0
่ๆ	0.0
่็	0.0
่่	0.0
่้	0.0
่๋	0.0
่์	0.0
่‘	0.0
่’	1.0
่“	0.0
่”	0.0
้ก	37.0
้ข	30.0
้ค	27.0
้ฆ	1.0
้ง	150.0
้จ	15.0
้ฉ	0.0
้ช	11.0
้ซ	36.0
้ญ	0.0
้ฏ	0.0
้ฐ	0.0
้ณ	0.0
้ด	6.0
้ต	22.0
้ถ	31.0
้ท	138.0
้ธ	0.0
้น	422.0
้บ	17.0
้ป	18.0
้ผ	7.0
้ฝ	2.0
้พ	57.0
้ฟ	0.0
้ภ	0.0
้ม	38.0
้ย	13.0
้ร	71.0
้ฤ	1.0
้ล	6.0
้ว	280.0
้ศ	0.0
้ษ	0.0
้ส	27.0
้ห	14.0
้อ	148.0
้ฮ	0.0
้ะ	0.0
้ั	0.0
้า	796.0
้ำ	13.0
้ิ	0.0
้ี	0.0
้ึ	0.0
้ื	0.0
ุ้	0.0
ู้	0.0
้เ	203.0
้แ	61.0
้โ	11.0
้ใ	41.0
้ไ	19.0
้ๆ	0.0
้็	0.0
้่	0.0
้้	0.0
้๋	0.0
้์	0.0
้‘	0.0
้’	1.0
้“	0.0
้”	1.0
๋ก	0.0
๋ข	0.0
๋ค	0.0
๋ฆ	0.0
๋ง	0.0
๋จ	0.0
๋ฉ	0.0
๋ช	0.0
๋ซ	0.0
๋ญ	0.0
๋ฏ	0.0
๋ฐ	0.0
๋ณ	0.0
๋ด	0.0
๋ต	0.0
๋ถ	0.0
๋ท	0.0
๋ธ	0.0
๋น	0.0
๋บ	0.0
๋ป	0.0
๋ผ	0.0
๋ฝ	0.0
๋พ	0.0
๋ฟ	0.0
๋ภ	0.0
๋ม	0.0
๋ย	6.0
๋ร	0.0
๋ฤ	0.0
๋ล	0.0
๋ว	0.0
๋ศ	0.0
๋ษ	0.0
๋ส	0.0
๋ห	0.0
๋อ	0.0
๋ฮ	0.0
๋ะ	0.0
๋ั	0.0
๋า	0.0
๋ำ	0.0
๋ิ	0.0
๋ี	0.0
๋ึ	0.0
๋ื	0.0
ุ๋	0.0
ู๋	0.0
๋เ	0.0
๋แ	0.0
๋โ	0.0
๋ใ	0.0
๋ไ	0.0
๋ๆ	0.0
๋็	0.0
๋่	0.0
๋้	0.0
๋๋	0.0
๋์	0.0
๋‘	0.0
๋’	0.0
๋“	0.0
๋”	0.0
์ก	20.0
์ข	16.0
์ค	4.0
์ฆ	0.0
์ง	0.0
์จ	20.0
์ฉ	1.0
์ช	1.0
์ซ	3.0
์ญ	0.0
์ฏ	0.0
์ฐ	0.0
์ณ	0.0
์ด	12.0
์ต	8.0
์ถ	0.0
์ท	30.0
์ธ	0.0
์น	10.0
์บ	1.0
์ป	0.0
์ผ	18.0
์ฝ	0.0
์พ	46.0
์ฟ	0.0
์ภ	0.0
์ม	3.0
์ย	2.0
์ร	2.0
์ฤ	0.0
์ล	3.0
์ว	3.0
์ศ	0.0
์ษ	0.0
์ส	8.0
์ห	3.0
์อ	21.0
์ฮ	0.0
์ะ	0.0
์ั	0.0
์า	0.0
์ำ	0.0
์ิ	0.0
์ี	0.0
์ึ	0.0
์ื	0.0
์ุ	0.0
์ู	0.0
์เ	31.0
์แ	18.0
์โ	3.0
์ใ	8.0
์ไ	30.0
์ๆ	0.0
์็	0.0
์่	0.0
์้	0.0
์๋	0.0
์์	0.0
์‘	0.0
์’	4.0
์“	0.0
์”	1.0
‘ก	0.0
‘ข	1.0
‘ค	5.0
‘ฆ	0.0
‘ง	0.0
‘จ	3.0
‘ฉ	0.0
‘ช	0.0
‘ซ	0.0
‘ญ	0.0
‘ฏ	0.0
‘ฐ	0.0
‘ณ	0.0
‘ด	1.0
‘ต	1.0
‘ถ	1.0
‘ท	1.0
‘ธ	0.0
‘น	1.0
‘บ	0.0
‘ป	0.0
‘ผ	3.0
‘ฝ	0.0
‘พ	6.0
‘ฟ	0.0
‘ภ	0.0
‘ม	1.0
‘ย	0.0
‘ร	0.0
‘ฤ	0.0
‘ล	0.0
‘ว	0.0
‘ศ	0.0
‘ษ	0.0
‘ส	0.0
‘ห	0.0
‘อ	2.0
‘ฮ	0.0
‘ะ	0.0
‘ั	0.0
‘า	0.0
‘ำ	0.0
‘ิ	0.0
‘ี	0.0
‘ึ	0.0
‘ื	0.0
‘ุ	0.0
‘ู	0.0
‘เ	17.0
‘แ	1.0
‘โ	0.0
‘ใ	0.0
‘ไ	1.0
‘ๆ	0.0
‘็	0.0
‘่	0.0
‘้	0.0
‘๋	0.0
‘์	0.0
‘‘	0.0
‘’	0.0
‘“	1.0
‘”	0.0
’ก	0.0
’ข	0.0
’ค	0.0
’ฆ	0.0
’ง	0.0
’จ	0.0
’ฉ	0.0
’ช	0.0
’ซ	0.0
’ญ	0.0
’ฏ	0.0
’ฐ	0.0
’ณ	0.0
’ด	0.0
’ต	0.0
’ถ	0.0
’ท	0.0
’ธ	0.0
’น	0.0
’บ	0.0
’ป	0.0
’ผ	0.0
’ฝ	0.0
’พ	0.0
’ฟ	0.0
’ภ	0.0
’ม	0.0
’ย	0.0
’ร	0.0
’ฤ	0.0
’ล	0.0
’ว	0.0
’ศ	0.0
’ษ	0.0
’ส	0.0
’ห	0.0
’อ	0.0
’ฮ	0.0
’ะ	0.0
’ั	0.0
’า	0.0
’ำ	0.0
’ิ	0.0
’ี	0.0
’ึ	0.0
’ื	0.0
’ุ	0.0
’ู	0.0
’เ	0.0
’แ	0.0
’โ	0.0
’ใ	0.0
’ไ	0.0
’ๆ	0.0
’็	0.0
’่	0.0
’้	0.0
’๋	0.0
’์	0.0
’‘	0.0
’’	0.0
’“	0.0
’”	0.0
“ก	2.0
“ข	0.0
“ค	2.0
“ฆ	0.0
“ง	0.0
“จ	0.0
“ฉ	0.0
“ช	0.0
“ซ	0.0
“ญ	0.0
“ฏ	0.0
“ฐ	0.0
“ณ	0.0
“ด	0.0
“ต	0.0
“ถ	1.0
“ท	2.0
“ธ	0.0
“น	0.0
“บ	0.0
“ป	0.0
“ผ	1.0
“ฝ	0.0
“พ	3.0
“ฟ	0.0
“ภ	0.0
“ม	0.0
“ย	0.0
“ร	0.0
“ฤ	0.0
“ล	0.0
“ว	0.0
“ศ	0.0
“ษ	0.0
“ส	0.0
“ห	1.0
“อ	2.0
“ฮ	0.0
“ะ	0.0
“ั	0.0
“า	0.0
“ำ	0.0
“ิ	0.0
“ี	0.0
“ึ	0.0
“ื	0.0
“ุ	0.0
“ู	0.0
“เ	5.0
“แ	0.0
“โ	0.0
“ใ	0.0
“ไ	0.0
“ๆ	0.0
“็	0.0
“่	0.0
“้	0.0
“๋	0.0
“์	0.0
“‘	0.0
“’	0.0
““	0.0
“”	0.0
”ก	0.0
”ข	0.0
”ค	0.0
”ฆ	0.0
”ง	0.0
”จ	0.0
”ฉ	0.0
”ช	0.0
”ซ	0.0
”ญ	0.0
”ฏ	0.0
”ฐ	0.0
”ณ	0.0
”ด	0.0
”ต	0.0
”ถ	0.0
”ท	0.0
”ธ	0.0
”น	0.0
”บ	0.0
”ป	0.0
”ผ	0.0
”ฝ	0.0
”พ	0.0
”ฟ	0.0
”ภ	0.0
”ม	0.0
”ย	0.0
”ร	0.0
”ฤ	0.0
”ล	0.0
”ว	0.0
”ศ	0.0
”ษ	0.0
”ส	0.0
”ห	0.0
”อ	0.0
”ฮ	0.0
”ะ	0.0
”ั	0.0
”า	0.0
”ำ	0.0
”ิ	0.0
”ี	0.0
”ึ	0.0
”ื	0.0
”ุ	0.0
”ู	0.0
”เ	0.0
”แ	0.0
”โ	0.0
”ใ	0.0
”ไ	0.0
”ๆ	0.0
”็	0.0
”่	0.0
”้	0.0
”๋	0.0
”์	0.0
”‘	0.0
”’	1.0
”“	0.0
””	0.0
